"","Gender","Location","Age","ss","sj","st","sd","so"
"7474","F","D","U",85,25,45,23,69
"7475","F","D","U",66,17,39,51,100
"7476","F","D","U",45,38,27,35,85
"7477","F","D","U",9,36,58,5,48
"7478","F","D","U",91,18,8,50,71
"7479","F","D","U",25,17,69,6,94
"7480","F","D","U",38,40,6,70,62
"7481","F","D","U",15,30,76,54,62
"7482","F","D","U",86,29,7,35,81
"7483","F","D","U",37,37,20,77,72
"7484","F","D","U",43,47,42,51,59
"7485","F","D","U",67,46,62,22,84
"7486","F","D","U",65,32,5,14,86
"7487","F","D","U",8,30,26,22,29
"7488","F","D","U",65,21,37,49,92
"7489","F","D","U",45,22,42,67,70
"7490","F","D","U",62,49,95,36,74
"7491","F","D","U",45,31,14,9,48
"7492","F","D","U",68,37,94,76,64
"7493","F","D","U",63,23,52,2,100
"7494","F","D","U",75,39,39,55,48
"7495","F","D","U",4,24,14,36,88
"7496","F","D","U",69,42,89,79,68
"7497","F","D","U",21,38,56,27,89
"7498","F","D","U",28,18,80,26,58
"7499","F","D","U",97,46,99,41,82
"7500","F","D","U",24,17,51,75,42
"7501","F","D","L",70,59,1,12,51
"7502","F","D","L",68,63,46,11,61
"7503","F","D","L",86,51,41,36,78
"7504","F","D","L",76,73,81,2,92
"7505","F","D","L",68,72,18,55,58
"7506","F","D","L",66,36,15,47,99
"7507","F","D","L",79,79,2,79,89
"7508","F","D","L",12,40,22,7,75
"7509","F","D","L",66,62,91,79,100
"7510","F","D","L",97,46,100,32,61
"7511","F","D","L",28,52,87,7,71
"7512","F","D","L",31,70,78,46,65
"7513","F","D","L",10,39,23,50,100
"7514","F","D","L",41,59,68,15,89
"7515","F","D","L",40,32,62,79,76
"7516","F","D","L",4,40,45,26,65
"7517","F","D","L",77,38,88,45,78
"7518","F","D","L",42,61,40,21,65
"7519","F","D","L",49,56,24,41,71
"7520","F","D","L",65,47,5,17,100
"7521","F","D","L",29,40,1,61,46
"7522","F","D","L",4,61,50,73,59
"7523","F","D","L",61,42,77,9,49
"7524","F","D","L",92,31,13,68,100
"7525","F","D","L",86,75,47,0,70
"7526","F","D","L",71,39,82,73,58
"7527","F","D","L",60,77,74,62,90
"7528","F","D","L",2,52,61,19,48
"7529","F","D","L",88,60,16,52,72
"7530","F","D","L",95,72,1,50,92
"7531","F","D","L",45,80,65,48,68
"7532","F","D","L",80,57,25,54,84
"7533","F","D","L",49,52,6,35,68
"7534","F","D","L",51,69,67,12,68
"7535","F","D","L",17,73,87,64,58
"7536","F","D","L",40,34,99,61,84
"7537","F","D","L",75,49,42,2,100
"7538","F","D","L",10,62,97,18,88
"7539","F","D","L",66,55,26,61,58
"7540","F","D","L",85,37,76,63,52
"7541","F","D","L",14,67,30,79,66
"7542","F","D","L",61,36,7,26,58
"7543","F","D","L",55,43,56,52,52
"7544","F","D","L",11,71,84,28,70
"7545","F","D","L",52,47,55,44,80
"7546","F","D","L",42,59,3,76,35
"7547","F","D","L",26,69,20,45,81
"7548","F","D","L",75,57,23,43,78
"7549","F","D","L",40,63,62,10,54
"7550","F","D","L",46,59,13,48,59
"7551","F","D","L",43,55,29,45,88
"7552","F","D","L",94,70,12,31,85
"7553","F","D","L",47,56,41,26,99
"7554","F","D","L",9,76,37,66,64
"7555","F","D","L",62,42,51,24,55
"7556","F","D","L",27,53,22,53,99
"7557","F","D","L",37,53,42,18,90
"7558","F","D","L",89,47,77,6,100
"7559","F","D","L",55,69,10,17,64
"7560","F","D","L",44,63,13,9,42
"7561","F","D","L",93,65,86,78,88
"7562","F","D","L",29,55,41,74,68
"7563","F","D","L",28,75,71,55,100
"7564","F","D","L",37,72,100,41,46
"7565","F","D","L",74,40,27,67,51
"7566","F","D","L",15,77,89,24,80
"7567","F","D","L",2,41,54,55,88
"7568","F","D","L",51,60,5,39,71
"7569","F","D","L",100,69,31,68,94
"7570","F","D","L",65,67,12,41,58
"7571","F","D","L",75,69,93,42,74
"7572","F","D","L",78,31,1,10,100
"7573","F","D","L",14,66,64,44,90
"7574","F","D","L",16,61,52,48,62
"7575","F","D","L",92,61,13,61,62
"7576","F","D","L",53,41,83,24,74
"7577","F","D","L",85,47,19,30,71
"7578","F","D","L",10,73,38,55,90
"7579","F","D","L",8,41,47,54,89
"7580","F","D","L",59,63,27,79,99
"7581","F","D","L",62,56,95,66,75
"7582","F","D","L",72,63,1,75,74
"7583","F","D","L",8,42,82,77,79
"7584","F","D","L",1,59,54,37,94
"7585","F","D","L",87,49,26,51,80
"7586","F","D","L",82,31,43,51,98
"7587","F","D","L",51,52,19,46,72
"7588","F","D","L",50,76,58,76,79
"7589","F","D","L",64,73,71,38,70
"7590","F","D","L",61,33,88,9,55
"7591","F","D","L",9,79,11,58,85
"7592","F","D","L",27,43,86,31,91
"7593","F","D","L",55,30,4,22,75
"7594","F","D","L",28,74,71,45,50
"7595","F","D","L",78,46,42,41,75
"7596","F","D","L",97,69,37,64,85
"7597","F","D","L",19,71,13,78,85
"7598","F","D","L",65,65,30,12,100
"7599","F","D","L",64,74,37,60,68
"7600","F","D","L",44,57,90,40,52
"7601","F","D","L",87,43,57,47,88
"7602","F","D","L",88,50,60,17,70
"7603","F","D","L",67,37,66,58,95
"7604","F","D","L",18,78,0,14,72
"7605","F","D","L",62,79,89,7,70
"7606","F","D","L",50,58,63,55,78
"7607","F","D","L",80,57,39,79,69
"7608","F","D","L",34,59,66,7,59
"7609","F","D","L",21,75,4,20,78
"7610","F","D","L",20,69,87,57,70
"7611","F","D","L",74,58,80,28,85
"7612","F","D","L",12,75,90,60,100
"7613","F","D","L",31,47,18,67,50
"7614","F","D","L",89,44,73,48,74
"7615","F","D","L",40,74,60,5,68
"7616","F","D","L",39,61,64,39,74
"7617","F","D","L",90,50,95,3,66
"7618","F","D","L",92,33,98,50,75
"7619","F","D","L",66,54,3,7,38
"7620","F","D","L",51,66,53,13,76
"7621","F","D","L",44,33,82,12,88
"7622","F","D","L",45,69,21,29,50
"7623","F","D","L",86,51,44,71,92
"7624","F","D","L",20,55,62,15,70
"7625","F","D","L",48,72,82,21,46
"7626","F","D","L",40,60,66,23,75
"7627","F","D","L",19,72,44,34,96
"7628","F","D","L",98,58,46,77,56
"7629","F","D","L",72,44,90,67,75
"7630","F","D","L",59,38,19,15,66
"7631","F","D","L",52,54,33,32,60
"7632","F","D","L",54,46,31,17,80
"7633","F","D","L",47,63,18,29,84
"7634","F","D","L",29,34,44,3,52
"7635","F","D","L",10,44,60,48,81
"7636","F","D","L",76,60,16,31,58
"7637","F","D","L",70,79,92,59,68
"7638","F","D","L",95,36,70,23,82
"7639","F","D","L",81,57,51,7,99
"7640","F","D","L",24,47,77,62,78
"7641","F","D","L",74,65,19,24,94
"7642","F","D","L",29,57,4,69,84
"7643","F","D","L",67,61,65,10,45
"7644","F","D","L",88,47,9,57,90
"7645","F","D","L",23,46,98,58,72
"7646","F","D","L",58,70,39,30,40
"7647","F","D","L",79,70,25,22,40
"7648","F","D","L",86,78,8,10,100
"7649","F","D","L",64,49,71,14,61
"7650","F","D","L",85,66,53,57,59
"7651","F","D","L",80,79,3,52,61
"7652","F","D","L",16,40,27,23,92
"7653","F","D","L",48,48,43,24,81
"7654","F","D","L",59,66,51,79,100
"7655","F","D","L",55,48,91,76,74
"7656","F","D","L",92,52,71,70,100
"7657","F","D","L",64,51,96,52,79
"7658","F","D","L",20,78,67,54,35
"7659","F","D","L",31,69,39,47,85
"7660","F","D","L",77,63,90,55,69
"7661","F","D","L",37,57,20,61,99
"7662","F","D","L",60,42,52,41,69
"7663","F","D","L",35,61,18,75,89
"7664","F","D","L",82,36,32,59,64
"7665","F","D","L",79,52,53,13,66
"7666","F","D","L",41,67,2,54,88
"7667","F","D","L",38,59,5,13,62
"7668","F","D","L",4,59,7,71,79
"7669","F","D","L",21,45,41,72,100
"7670","F","D","L",87,37,98,51,98
"7671","F","D","L",49,61,5,13,75
"7672","F","D","L",38,71,95,31,82
"7673","F","D","L",31,42,35,67,56
"7674","F","D","L",18,70,10,54,74
"7675","F","D","L",99,72,43,29,72
"7676","F","D","L",65,59,47,7,98
"7677","F","D","L",59,54,3,54,99
"7678","F","D","L",33,76,66,35,69
"7679","F","D","L",99,63,66,38,61
"7680","F","D","L",39,47,91,48,80
"7681","F","D","L",34,52,93,7,80
"7682","F","D","L",73,32,32,77,98
"7683","F","D","L",23,71,32,78,54
"7684","F","D","L",98,73,59,16,50
"7685","F","D","L",43,71,30,71,100
"7686","F","D","L",11,47,43,26,74
"7687","F","D","L",35,64,28,36,86
"7688","F","D","L",58,69,65,78,55
"7689","F","D","L",27,56,1,41,70
"7690","F","D","L",29,68,5,73,68
"7691","F","D","L",8,73,86,55,62
"7692","F","D","L",73,76,84,9,100
"7693","F","D","L",46,72,60,56,72
"7694","F","D","L",7,61,19,73,59
"7695","F","D","L",50,57,35,75,80
"7696","F","D","L",6,80,72,3,90
"7697","F","D","L",88,35,3,22,79
"7698","F","D","L",39,45,79,68,70
"7699","F","D","L",97,74,60,18,100
"7700","F","D","L",93,64,67,1,69
"7701","F","D","L",12,37,76,8,92
"7702","F","D","L",51,62,31,79,81
"7703","F","D","L",95,42,75,75,76
"7704","F","D","L",69,57,28,31,80
"7705","F","D","L",21,77,92,33,100
"7706","F","D","L",19,44,16,1,48
"7707","F","D","L",36,57,88,41,46
"7708","F","D","L",68,54,3,58,89
"7709","F","D","L",89,55,55,27,70
"7710","F","D","L",37,45,30,59,58
"7711","F","D","L",42,39,27,6,86
"7712","F","D","L",6,39,35,62,61
"7713","F","D","L",47,80,25,44,100
"7714","F","D","L",99,72,23,44,69
"7715","F","D","L",1,70,10,66,88
"7716","F","D","L",31,71,65,38,55
"7717","F","D","L",29,39,34,48,100
"7718","F","D","L",86,57,56,20,85
"7719","F","D","L",84,49,34,4,78
"7720","F","D","L",23,52,64,19,78
"7721","F","D","L",23,33,29,31,92
"7722","F","D","L",72,75,60,9,68
"7723","F","D","L",29,49,62,59,94
"7724","F","D","L",29,72,75,66,62
"7725","F","D","L",24,40,79,57,88
"7726","F","D","L",19,61,20,18,66
"7727","F","D","L",80,42,35,75,40
"7728","F","D","L",34,76,70,55,75
"7729","F","D","L",4,37,24,39,65
"7730","F","D","L",79,61,14,9,89
"7731","F","D","L",52,59,67,11,81
"7732","F","D","L",18,40,52,17,84
"7733","F","D","L",38,40,52,36,100
"7734","F","D","L",31,55,91,77,82
"7735","F","D","L",37,77,88,53,39
"7736","F","D","L",85,65,52,22,68
"7737","F","D","L",58,56,90,16,60
"7738","F","D","L",84,48,39,78,49
"7739","F","D","L",39,44,56,77,70
"7740","F","D","L",56,71,10,39,80
"7741","F","D","L",97,49,26,51,62
"7742","F","D","L",31,31,98,57,100
"7743","F","D","L",1,52,44,30,68
"7744","F","D","L",36,41,47,75,68
"7745","F","D","L",66,48,4,29,40
"7746","F","D","L",11,50,34,23,29
"7747","F","D","L",27,79,46,13,90
"7748","F","D","L",60,31,18,25,55
"7749","F","D","L",12,37,17,11,52
"7750","F","D","L",51,43,81,79,80
"7751","F","D","O",0,80,96,96,78
"7752","F","D","O",58,63,41,94,84
"7753","F","D","O",89,97,86,81,100
"7754","F","D","O",5,74,28,87,82
"7755","F","D","O",43,95,97,72,68
"7756","F","D","O",87,67,26,94,79
"7757","F","D","O",34,99,64,80,70
"7758","F","D","O",74,63,9,79,100
"7759","F","D","O",76,85,95,96,100
"7760","F","D","O",49,75,18,77,71
"7761","F","D","O",90,72,10,80,91
"7762","F","D","O",62,84,80,93,92
"7763","F","D","O",19,69,16,92,100
"7764","F","D","O",58,97,1,93,100
"7765","F","D","O",56,80,18,62,70
"7766","F","D","O",29,71,42,94,74
"7767","F","D","O",48,61,66,93,80
"7768","F","D","O",19,68,38,79,90
"7769","F","D","O",78,88,28,68,91
"7770","F","D","O",85,88,29,94,79
"7771","F","D","O",46,66,14,86,100
"7772","F","D","O",16,74,38,85,90
"7773","F","D","O",18,89,61,81,81
"7774","F","D","O",89,70,87,71,82
"7775","F","D","O",55,70,23,80,72
"7776","F","D","O",46,68,46,74,100
"7777","F","D","O",12,89,10,65,64
"7778","F","D","O",32,69,96,72,88
"7779","F","D","O",91,77,72,78,100
"7780","F","D","O",10,92,50,88,100
"7781","F","D","O",36,77,84,72,100
"7782","F","D","O",89,86,61,81,75
"7783","F","D","O",62,87,85,67,75
"7784","F","D","O",41,93,7,70,100
"7785","F","D","O",84,86,59,80,62
"7786","F","D","O",87,76,94,94,72
"7787","F","D","O",53,70,7,80,100
"7788","F","D","O",73,76,39,78,100
"7789","F","D","O",77,86,30,63,100
"7790","F","D","O",61,97,67,93,69
"7791","F","D","O",17,87,73,95,62
"7792","F","D","O",20,88,40,91,78
"7793","F","D","O",77,74,11,62,100
"7794","F","D","O",60,87,27,93,65
"7795","F","D","O",82,82,30,90,95
"7796","F","D","O",13,77,37,85,70
"7797","F","D","O",58,68,63,97,100
"7798","F","D","O",4,97,92,87,66
"7799","F","D","O",97,87,96,67,100
"7800","F","D","O",27,81,96,87,60
"7801","F","D","O",57,62,71,99,81
"7802","F","D","O",76,99,77,61,79
"7803","F","D","O",37,100,61,70,48
"7804","F","D","O",86,87,29,75,84
"7805","F","D","O",77,97,24,67,100
"7806","F","D","O",48,82,82,72,82
"7807","F","D","O",78,93,41,95,79
"7808","F","D","O",57,82,3,94,82
"7809","F","D","O",29,84,45,85,68
"7810","F","D","O",31,61,52,96,59
"7811","F","D","O",86,64,89,73,72
"7812","F","D","O",4,80,0,63,64
"7813","F","D","O",59,85,34,88,98
"7814","F","D","O",91,90,12,92,58
"7815","F","D","O",57,73,61,71,98
"7816","F","D","O",73,90,8,68,100
"7817","F","D","O",41,65,53,63,98
"7818","F","D","O",16,85,87,66,90
"7819","F","D","O",37,68,67,91,100
"7820","F","D","O",41,78,69,72,99
"7821","F","D","O",70,87,89,80,85
"7822","F","D","O",43,72,13,84,72
"7823","F","D","O",51,95,81,61,65
"7824","F","D","O",95,87,47,96,100
"7825","F","D","O",3,94,66,76,96
"7826","F","D","O",45,86,41,93,100
"7827","F","D","O",39,71,43,65,94
"7828","F","D","O",67,93,20,93,100
"7829","F","D","O",49,67,51,82,41
"7830","F","D","O",26,98,96,91,64
"7831","F","D","O",80,82,73,95,100
"7832","F","D","O",63,72,4,93,100
"7833","F","D","O",19,85,37,71,100
"7834","F","D","O",42,83,17,69,100
"7835","F","D","O",73,63,65,89,100
"7836","F","D","O",21,62,25,67,100
"7837","F","D","O",51,65,85,96,78
"7838","F","D","O",92,78,75,76,79
"7839","F","D","O",66,82,91,77,76
"7840","F","D","O",28,66,42,83,100
"7841","F","D","O",59,66,84,74,100
"7842","F","D","O",66,88,17,96,71
"7843","F","D","O",53,95,61,75,76
"7844","F","D","O",96,75,44,75,84
"7845","F","D","O",34,89,81,72,100
"7846","F","D","O",94,88,77,79,99
"7847","F","D","O",37,89,79,78,100
"7848","F","D","O",65,71,59,96,100
"7849","F","D","O",68,78,14,83,90
"7850","F","D","O",21,75,11,84,99
"7851","F","D","O",7,65,83,74,89
"7852","F","D","O",71,67,47,87,85
"7853","F","D","O",99,61,87,68,64
"7854","F","D","O",32,93,75,82,66
"7855","F","D","O",51,69,35,61,96
"7856","F","D","O",12,99,71,84,92
"7857","F","D","O",40,90,95,99,89
"7858","F","D","O",71,80,44,95,94
"7859","F","D","O",88,81,23,87,72
"7860","F","D","O",61,61,77,84,94
"7861","F","D","O",42,64,0,86,100
"7862","F","D","O",58,79,2,80,100
"7863","F","D","O",45,65,71,87,79
"7864","F","D","O",64,60,95,96,82
"7865","F","D","O",59,92,34,70,82
"7866","F","D","O",90,67,43,99,100
"7867","F","D","O",75,78,24,82,74
"7868","F","D","O",45,86,8,66,81
"7869","F","D","O",40,89,51,79,89
"7870","F","D","O",22,83,64,83,100
"7871","F","D","O",45,86,12,94,80
"7872","F","D","O",89,96,93,93,70
"7873","F","D","O",44,72,88,91,100
"7874","F","D","O",57,93,89,88,99
"7875","F","D","O",74,86,37,96,84
"7876","F","D","O",70,72,65,69,69
"7877","F","D","O",60,88,4,90,79
"7878","F","D","O",38,95,37,90,79
"7879","F","D","O",79,95,83,98,94
"7880","F","D","O",34,87,47,67,100
"7881","F","D","O",19,99,36,73,92
"7882","F","D","O",96,61,50,84,81
"7883","F","D","O",68,68,64,93,91
"7884","F","D","O",71,61,62,89,72
"7885","F","D","O",72,67,38,95,85
"7886","F","D","O",77,68,51,86,100
"7887","F","D","O",18,61,38,87,98
"7888","F","D","O",2,68,49,61,74
"7889","F","D","O",18,63,52,88,100
"7890","F","D","O",51,68,83,77,81
"7891","F","D","O",29,91,70,90,86
"7892","F","D","O",50,79,66,82,96
"7893","F","D","O",98,99,57,86,75
"7894","F","D","O",2,82,32,95,100
"7895","F","D","O",33,84,47,85,86
"7896","F","D","O",9,96,57,99,91
"7897","F","D","O",29,99,42,61,86
"7898","F","D","O",62,99,64,100,78
"7899","F","D","O",50,63,54,90,88
"7900","F","D","O",71,67,43,85,92
"7901","F","D","O",64,83,76,97,76
"7902","F","D","O",94,77,25,67,100
"7903","F","D","O",35,69,67,64,88
"7904","F","D","O",36,76,48,91,72
"7905","F","D","O",40,64,74,94,80
"7906","F","D","O",98,73,16,92,98
"7907","F","D","O",3,88,44,86,44
"7908","F","D","O",57,76,11,88,100
"7909","F","D","O",11,70,72,86,75
"7910","F","D","O",71,88,70,64,88
"7911","F","D","O",21,81,53,69,91
"7912","F","D","O",60,75,79,95,66
"7913","F","D","O",99,66,19,95,92
"7914","F","D","O",35,66,47,98,86
"7915","F","D","O",77,86,4,93,64
"7916","F","D","O",80,97,26,86,78
"7917","F","D","O",22,79,61,79,76
"7918","F","D","O",23,80,53,97,68
"7919","F","D","O",49,64,90,95,65
"7920","F","D","O",65,98,66,90,92
"7921","F","D","O",65,74,9,88,100
"7922","F","D","O",31,65,54,95,92
"7923","F","D","O",88,73,22,82,100
"7924","F","D","O",27,61,86,85,70
"7925","F","D","O",64,73,69,85,92
"7926","F","D","O",9,70,57,70,88
"7927","F","D","O",55,90,22,66,72
"7928","F","D","O",16,94,91,85,75
"7929","F","D","O",54,84,60,82,100
"7930","F","D","O",53,87,19,73,100
"7931","F","D","O",98,67,16,95,100
"7932","F","D","O",5,91,10,95,89
"7933","F","D","O",14,87,92,93,100
"7934","F","D","O",81,64,1,99,98
"7935","F","D","O",17,70,13,81,85
"7936","F","D","O",35,86,83,60,100
"7937","F","D","O",98,75,35,80,81
"7938","F","D","O",93,72,84,71,100
"7939","F","D","O",20,65,73,99,69
"7940","F","D","O",8,98,41,92,100
"7941","F","D","O",32,63,98,64,100
"7942","F","D","O",37,99,47,65,100
"7943","F","D","O",36,67,6,68,96
"7944","F","D","O",24,86,6,72,78
"7945","F","D","O",68,98,63,97,71
"7946","F","D","O",90,68,75,79,88
"7947","F","D","O",18,81,79,75,82
"7948","F","D","O",3,83,78,90,78
"7949","F","D","O",15,92,10,82,88
"7950","F","D","O",80,97,73,60,70
"7951","F","D","O",86,69,32,82,60
"7952","F","D","O",86,81,2,76,100
"7953","F","D","O",51,74,16,83,76
"7954","F","D","O",76,92,18,86,100
"7955","F","D","O",20,94,15,97,72
"7956","F","D","O",89,88,18,84,100
"7957","F","D","O",34,85,68,91,90
"7958","F","D","O",1,87,91,61,100
"7959","F","D","O",84,61,66,97,96
"7960","F","D","O",68,65,30,100,95
"7961","F","D","O",1,90,49,98,100
"7962","F","D","O",22,64,30,98,96
"7963","F","D","O",33,66,29,70,92
"7964","F","D","O",58,79,76,95,76
"7965","F","D","O",77,97,19,98,79
"7966","F","D","O",71,94,22,79,92
"7967","F","D","O",85,65,11,72,90
"7968","F","D","O",72,87,75,86,100
"7969","F","D","O",3,78,43,74,95
"7970","F","D","O",83,68,9,86,85
"7971","F","D","O",3,62,60,77,85
"7972","F","D","O",12,65,88,68,60
"7973","F","D","O",98,79,87,69,92
"7974","F","D","O",81,82,36,80,94
"7975","F","D","O",19,77,73,92,80
"7976","F","D","O",75,96,5,100,88
"7977","F","D","O",14,98,6,66,99
"7978","F","D","O",90,93,25,89,82
"7979","F","D","O",68,82,61,64,78
"7980","F","D","O",8,86,35,85,70
"7981","F","D","O",39,80,12,69,75
"7982","F","D","O",98,66,89,99,81
"7983","F","D","O",45,91,74,99,72
"7984","F","D","O",43,70,16,73,72
"7985","F","D","O",82,70,22,78,81
"7986","F","D","O",76,99,64,97,90
"7987","F","D","O",44,76,61,78,100
"7988","F","D","O",23,98,90,77,96
"7989","F","D","O",16,92,6,87,70
"7990","F","D","O",74,88,56,84,100
"7991","F","D","O",42,94,8,70,82
"7992","F","D","O",91,94,30,79,79
"7993","F","D","O",80,62,63,84,99
"7994","F","D","O",10,95,8,94,94
"7995","F","D","O",15,86,74,89,71
"7996","F","D","O",8,83,65,86,100
"7997","F","D","O",59,65,41,82,94
"7998","F","D","O",20,97,89,79,98
"7999","F","D","O",1,89,24,88,100
"8000","F","D","O",98,81,79,88,80
"8001","M","E","T",42,71,70,57,61
"8002","M","E","T",39,29,3,14,24
"8003","M","E","T",81,69,36,31,62
"8004","M","E","T",67,2,28,39,32
"8005","M","E","T",43,63,93,22,66
"8006","M","E","T",6,4,43,68,18
"8007","M","E","T",55,81,91,38,75
"8008","M","E","T",71,84,87,69,81
"8009","M","E","T",48,43,24,50,38
"8010","M","E","T",30,87,74,25,63
"8011","M","E","T",100,14,3,4,39
"8012","M","E","T",1,25,31,14,19
"8013","M","E","T",75,1,43,26,40
"8014","M","E","T",59,73,43,58,58
"8015","M","E","T",84,64,84,37,77
"8016","M","E","T",86,66,48,22,66
"8017","M","E","T",75,62,78,48,71
"8018","M","E","T",23,17,87,23,42
"8019","M","E","T",16,14,97,12,42
"8020","M","E","T",57,38,41,34,45
"8021","M","E","T",46,75,34,6,51
"8022","M","E","T",43,62,100,4,68
"8023","M","E","T",46,78,66,59,63
"8024","M","E","T",73,73,59,39,68
"8025","M","E","T",42,46,94,64,61
"8026","M","E","T",21,47,14,37,27
"8027","M","E","T",60,84,98,27,80
"8028","M","E","T",85,92,29,36,68
"8029","M","E","T",71,25,84,25,60
"8030","M","E","T",83,67,70,63,73
"8031","M","E","T",7,77,81,21,55
"8032","M","E","T",29,15,51,58,32
"8033","M","E","T",76,74,21,47,57
"8034","M","E","T",33,6,14,8,18
"8035","M","E","T",94,78,97,13,89
"8036","M","E","T",82,69,46,62,66
"8037","M","E","T",83,83,25,66,64
"8038","M","E","T",2,5,48,24,18
"8039","M","E","T",14,35,95,78,48
"8040","M","E","T",13,89,36,37,46
"8041","M","E","T",61,57,68,45,62
"8042","M","E","T",12,5,32,42,17
"8043","M","E","T",52,61,31,6,48
"8044","M","E","T",8,75,61,13,48
"8045","M","E","T",92,50,81,52,74
"8046","M","E","T",26,60,59,28,48
"8047","M","E","T",50,26,24,10,33
"8048","M","E","T",99,57,80,50,78
"8049","M","E","T",22,42,98,47,54
"8050","M","E","T",61,65,18,76,48
"8051","M","E","T",56,81,30,9,55
"8052","M","E","T",66,52,28,31,48
"8053","M","E","T",45,77,57,61,60
"8054","M","E","T",95,38,76,66,70
"8055","M","E","T",96,0,68,53,55
"8056","M","E","T",86,30,43,75,53
"8057","M","E","T",80,98,74,55,84
"8058","M","E","T",65,40,99,61,68
"8059","M","E","T",62,4,14,64,27
"8060","M","E","T",66,56,72,15,64
"8061","M","E","T",14,76,75,27,55
"8062","M","E","T",51,12,62,69,42
"8063","M","E","T",5,2,41,43,16
"8064","M","E","T",38,22,9,35,23
"8065","M","E","T",73,43,23,72,47
"8066","M","E","T",18,92,63,17,57
"8067","M","E","T",99,75,6,69,60
"8068","M","E","T",53,77,25,75,52
"8069","M","E","T",11,96,92,10,66
"8070","M","E","T",55,15,95,9,55
"8071","M","E","T",37,40,33,7,36
"8072","M","E","T",90,27,28,9,48
"8073","M","E","T",14,12,41,69,23
"8074","M","E","T",45,34,41,20,40
"8075","M","E","T",90,94,16,5,66
"8076","M","E","T",34,12,51,13,32
"8077","M","E","T",23,5,27,11,18
"8078","M","E","T",55,69,43,66,56
"8079","M","E","T",83,52,5,72,47
"8080","M","E","T",63,63,80,72,69
"8081","M","E","T",44,67,54,51,55
"8082","M","E","T",16,96,71,53,61
"8083","M","E","T",91,35,7,45,44
"8084","M","E","T",78,32,15,65,42
"8085","M","E","T",36,65,15,11,38
"8086","M","E","T",26,57,71,8,51
"8087","M","E","T",79,93,2,63,58
"8088","M","E","T",93,90,95,75,92
"8089","M","E","T",67,6,61,49,45
"8090","M","E","T",36,40,87,49,54
"8091","M","E","T",28,98,28,21,51
"8092","M","E","T",73,77,78,55,76
"8093","M","E","T",57,23,15,5,31
"8094","M","E","T",21,93,86,69,67
"8095","M","E","T",72,52,59,47,61
"8096","M","E","T",22,76,56,57,51
"8097","M","E","T",9,41,94,26,48
"8098","M","E","T",35,86,32,56,51
"8099","M","E","T",11,71,37,53,40
"8100","M","E","T",20,39,3,20,21
"8101","M","E","T",57,37,44,5,46
"8102","M","E","T",84,81,60,45,75
"8103","M","E","T",71,82,45,12,65
"8104","M","E","T",33,48,71,54,51
"8105","M","E","T",5,59,28,52,31
"8106","M","E","T",36,64,58,80,53
"8107","M","E","T",97,21,91,22,69
"8108","M","E","T",80,27,47,47,51
"8109","M","E","T",98,76,55,17,76
"8110","M","E","T",92,33,25,21,50
"8111","M","E","T",83,1,65,74,50
"8112","M","E","T",13,33,34,46,27
"8113","M","E","T",27,60,9,54,32
"8114","M","E","T",6,30,72,66,36
"8115","M","E","T",17,11,87,36,38
"8116","M","E","T",61,34,87,66,61
"8117","M","E","T",69,22,63,60,51
"8118","M","E","T",61,48,98,78,69
"8119","M","E","T",59,16,66,27,47
"8120","M","E","T",19,37,57,66,38
"8121","M","E","T",70,47,46,70,54
"8122","M","E","T",22,16,29,34,22
"8123","M","E","T",48,65,5,79,40
"8124","M","E","T",80,27,0,56,36
"8125","M","E","T",41,80,95,1,71
"8126","M","E","T",31,72,60,24,54
"8127","M","E","T",84,73,7,80,55
"8128","M","E","T",42,45,50,69,46
"8129","M","E","T",72,32,39,70,48
"8130","M","E","T",30,66,69,36,55
"8131","M","E","T",43,3,86,72,44
"8132","M","E","T",44,23,63,43,43
"8133","M","E","T",64,33,9,80,36
"8134","M","E","T",48,70,28,77,49
"8135","M","E","T",54,41,55,60,50
"8136","M","E","T",54,2,93,7,49
"8137","M","E","T",31,41,82,58,51
"8138","M","E","T",93,19,94,78,69
"8139","M","E","T",28,44,42,13,38
"8140","M","E","T",28,93,27,7,49
"8141","M","E","T",95,32,10,53,46
"8142","M","E","T",82,60,47,10,62
"8143","M","E","T",21,20,45,79,29
"8144","M","E","T",16,26,2,55,15
"8145","M","E","T",88,54,63,30,68
"8146","M","E","T",88,78,43,10,69
"8147","M","E","T",55,38,70,18,54
"8148","M","E","T",49,49,38,25,45
"8149","M","E","T",77,58,84,55,73
"8150","M","E","T",16,91,47,29,51
"8151","M","E","T",65,25,24,9,38
"8152","M","E","T",4,30,95,32,43
"8153","M","E","T",73,86,35,0,64
"8154","M","E","T",5,98,83,39,62
"8155","M","E","T",77,55,25,51,52
"8156","M","E","T",5,47,46,0,32
"8157","M","E","T",100,27,55,42,60
"8158","M","E","T",98,40,23,57,54
"8159","M","E","T",66,77,65,62,69
"8160","M","E","T",100,63,87,41,83
"8161","M","E","T",55,55,57,19,55
"8162","M","E","T",66,90,94,50,83
"8163","M","E","T",81,69,29,28,59
"8164","M","E","T",17,94,59,18,56
"8165","M","E","T",58,68,64,50,63
"8166","M","E","T",62,8,33,65,35
"8167","M","E","T",15,14,81,8,36
"8168","M","E","T",11,65,32,1,36
"8169","M","E","T",77,54,29,57,53
"8170","M","E","T",77,88,66,69,77
"8171","M","E","T",13,11,18,7,14
